Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Parco S. Chiara",PM10,2013-11-09,2,27,µg/mc
"Parco S. Chiara",PM10,2013-11-09,3,25,µg/mc
"Parco S. Chiara",PM10,2013-11-09,4,25,µg/mc
"Parco S. Chiara",PM10,2013-11-09,5,23,µg/mc
"Parco S. Chiara",PM10,2013-11-09,6,24,µg/mc
"Parco S. Chiara",PM10,2013-11-09,7,22,µg/mc
"Parco S. Chiara",PM10,2013-11-09,8,20,µg/mc
"Parco S. Chiara",PM10,2013-11-09,9,19,µg/mc
"Parco S. Chiara",PM10,2013-11-09,10,19,µg/mc
"Parco S. Chiara",PM10,2013-11-09,11,19,µg/mc
"Parco S. Chiara",PM10,2013-11-09,12,19,µg/mc
"Parco S. Chiara",PM10,2013-11-09,13,16,µg/mc
"Parco S. Chiara",PM10,2013-11-09,14,8,µg/mc
"Parco S. Chiara",PM10,2013-11-09,15,7,µg/mc
"Parco S. Chiara",PM10,2013-11-09,16,6,µg/mc
"Parco S. Chiara",PM10,2013-11-09,17,11,µg/mc
"Parco S. Chiara",PM10,2013-11-09,18,6,µg/mc
"Parco S. Chiara",PM10,2013-11-09,19,7,µg/mc
"Parco S. Chiara",PM10,2013-11-09,20,5,µg/mc
"Parco S. Chiara",PM10,2013-11-09,21,5,µg/mc
"Parco S. Chiara",PM10,2013-11-09,22,3,µg/mc
"Parco S. Chiara",PM10,2013-11-09,23,4,µg/mc
"Parco S. Chiara",PM10,2013-11-09,24,4,µg/mc
"Parco S. Chiara",PM10,2013-11-10,1,5,µg/mc
"Parco S. Chiara",PM10,2013-11-10,2,5,µg/mc
"Parco S. Chiara",PM10,2013-11-10,3,4,µg/mc
"Parco S. Chiara",PM10,2013-11-10,4,4,µg/mc
"Parco S. Chiara",PM10,2013-11-10,5,4,µg/mc
"Parco S. Chiara",PM10,2013-11-10,6,4,µg/mc
"Parco S. Chiara",PM10,2013-11-10,7,4,µg/mc
"Parco S. Chiara",PM10,2013-11-10,8,6,µg/mc
"Parco S. Chiara",PM10,2013-11-10,9,5,µg/mc
"Parco S. Chiara",PM10,2013-11-10,10,6,µg/mc
"Parco S. Chiara",PM10,2013-11-10,11,5,µg/mc
"Parco S. Chiara",PM10,2013-11-10,12,7,µg/mc
"Parco S. Chiara",PM10,2013-11-10,13,5,µg/mc
"Parco S. Chiara",PM10,2013-11-10,14,5,µg/mc
"Parco S. Chiara",PM10,2013-11-10,15,5,µg/mc
"Parco S. Chiara",PM10,2013-11-10,16,5,µg/mc
"Parco S. Chiara",PM10,2013-11-10,17,5,µg/mc
"Parco S. Chiara",PM10,2013-11-10,18,6,µg/mc
"Parco S. Chiara",PM10,2013-11-10,19,7,µg/mc
"Parco S. Chiara",PM10,2013-11-10,20,8,µg/mc
"Parco S. Chiara",PM10,2013-11-10,21,6,µg/mc
"Parco S. Chiara",PM10,2013-11-10,22,4,µg/mc
"Parco S. Chiara",PM10,2013-11-10,23,2,µg/mc
"Parco S. Chiara",PM10,2013-11-10,24,2,µg/mc
"Parco S. Chiara",PM10,2013-11-11,1,2,µg/mc
"Parco S. Chiara",PM10,2013-11-11,2,2,µg/mc
"Parco S. Chiara",PM10,2013-11-11,3,2,µg/mc
"Parco S. Chiara",PM10,2013-11-11,4,2,µg/mc
"Parco S. Chiara",PM10,2013-11-11,5,2,µg/mc
"Parco S. Chiara",PM10,2013-11-11,6,3,µg/mc
"Parco S. Chiara",PM10,2013-11-11,7,3,µg/mc
"Parco S. Chiara",PM10,2013-11-11,8,3,µg/mc
"Parco S. Chiara",PM10,2013-11-11,9,3,µg/mc
"Parco S. Chiara",PM10,2013-11-11,10,4,µg/mc
"Parco S. Chiara",PM10,2013-11-11,11,3,µg/mc
"Parco S. Chiara",PM10,2013-11-11,12,2,µg/mc
"Parco S. Chiara",PM10,2013-11-12,12,9,µg/mc
"Parco S. Chiara",PM10,2013-11-12,13,9,µg/mc
"Parco S. Chiara",PM10,2013-11-12,14,12,µg/mc
"Parco S. Chiara",PM10,2013-11-12,15,15,µg/mc
"Parco S. Chiara",PM10,2013-11-12,16,13,µg/mc
"Parco S. Chiara",PM10,2013-11-12,17,31,µg/mc
"Parco S. Chiara",PM10,2013-11-12,18,35,µg/mc
"Parco S. Chiara",PM10,2013-11-12,19,42,µg/mc
"Parco S. Chiara",PM10,2013-11-12,20,54,µg/mc
"Parco S. Chiara",PM10,2013-11-12,21,52,µg/mc
"Parco S. Chiara",PM10,2013-11-12,22,62,µg/mc
"Parco S. Chiara",PM10,2013-11-12,23,52,µg/mc
"Parco S. Chiara",PM10,2013-11-12,24,35,µg/mc
"Parco S. Chiara",PM10,2013-11-13,1,32,µg/mc
"Parco S. Chiara",PM10,2013-11-13,2,28,µg/mc
"Parco S. Chiara",PM10,2013-11-13,3,21,µg/mc
"Parco S. Chiara",PM10,2013-11-13,4,18,µg/mc
"Parco S. Chiara",PM10,2013-11-13,5,16,µg/mc
"Parco S. Chiara",PM10,2013-11-13,6,15,µg/mc
"Parco S. Chiara",PM10,2013-11-13,7,15,µg/mc
"Parco S. Chiara",PM10,2013-11-13,8,17,µg/mc
"Parco S. Chiara",PM10,2013-11-13,9,19,µg/mc
"Parco S. Chiara",PM10,2013-11-13,10,18,µg/mc
"Parco S. Chiara",PM10,2013-11-13,11,12,µg/mc
"Parco S. Chiara",PM10,2013-11-13,12,15,µg/mc
"Parco S. Chiara",PM10,2013-11-13,13,18,µg/mc
"Parco S. Chiara",PM10,2013-11-13,14,15,µg/mc
"Parco S. Chiara",PM10,2013-11-13,15,16,µg/mc
"Parco S. Chiara",PM10,2013-11-13,16,19,µg/mc
"Parco S. Chiara",PM10,2013-11-13,17,21,µg/mc
"Parco S. Chiara",PM10,2013-11-13,18,36,µg/mc
"Parco S. Chiara",PM10,2013-11-13,19,46,µg/mc
"Parco S. Chiara",PM10,2013-11-13,20,51,µg/mc
"Parco S. Chiara",PM10,2013-11-13,21,46,µg/mc
"Parco S. Chiara",PM10,2013-11-13,22,56,µg/mc
"Parco S. Chiara",PM10,2013-11-13,23,47,µg/mc
"Parco S. Chiara",PM10,2013-11-13,24,35,µg/mc
"Parco S. Chiara",PM10,2013-11-14,1,39,µg/mc
"Parco S. Chiara",PM10,2013-11-14,2,33,µg/mc
"Parco S. Chiara",PM10,2013-11-14,3,26,µg/mc
"Parco S. Chiara",PM10,2013-11-14,4,24,µg/mc
"Parco S. Chiara",PM10,2013-11-14,5,24,µg/mc
"Parco S. Chiara",PM10,2013-11-14,6,23,µg/mc
"Parco S. Chiara",PM10,2013-11-14,7,21,µg/mc
"Parco S. Chiara",PM10,2013-11-14,8,19,µg/mc
"Parco S. Chiara",PM10,2013-11-14,9,20,µg/mc
"Parco S. Chiara",PM10,2013-11-14,10,19,µg/mc
"Parco S. Chiara",PM10,2013-11-14,11,16,µg/mc
"Parco S. Chiara",PM10,2013-11-14,12,17,µg/mc
"Parco S. Chiara",PM10,2013-11-14,13,17,µg/mc
"Parco S. Chiara",PM10,2013-11-14,14,17,µg/mc
"Parco S. Chiara",PM10,2013-11-14,15,19,µg/mc
"Parco S. Chiara",PM10,2013-11-14,16,21,µg/mc
"Parco S. Chiara",PM10,2013-11-14,17,25,µg/mc
"Parco S. Chiara",PM10,2013-11-14,18,25,µg/mc
"Parco S. Chiara",PM10,2013-11-14,19,28,µg/mc
"Parco S. Chiara",PM10,2013-11-14,20,30,µg/mc
"Parco S. Chiara",PM10,2013-11-14,21,32,µg/mc
"Parco S. Chiara",PM10,2013-11-14,22,29,µg/mc
"Parco S. Chiara",PM10,2013-11-14,23,16,µg/mc
"Parco S. Chiara",PM10,2013-11-14,24,3,µg/mc
"Parco S. Chiara",PM10,2013-11-15,1,1,µg/mc
"Parco S. Chiara",PM10,2013-11-15,2,1,µg/mc
"Parco S. Chiara",PM10,2013-11-15,3,1,µg/mc
"Parco S. Chiara",PM10,2013-11-15,4,1,µg/mc
"Parco S. Chiara",PM10,2013-11-15,5,1,µg/mc
"Parco S. Chiara",PM10,2013-11-15,6,1,µg/mc
"Parco S. Chiara",PM10,2013-11-15,7,2,µg/mc
"Parco S. Chiara",PM10,2013-11-15,8,3,µg/mc
"Parco S. Chiara",PM10,2013-11-15,9,4,µg/mc
"Parco S. Chiara",PM10,2013-11-15,10,7,µg/mc
"Parco S. Chiara",PM10,2013-11-15,11,6,µg/mc
"Parco S. Chiara",PM10,2013-11-15,12,8,µg/mc
"Parco S. Chiara",PM10,2013-11-15,13,8,µg/mc
"Parco S. Chiara",PM10,2013-11-15,14,9,µg/mc
"Parco S. Chiara",PM10,2013-11-15,15,10,µg/mc
"Parco S. Chiara",PM10,2013-11-15,16,13,µg/mc
"Parco S. Chiara",PM10,2013-11-15,17,11,µg/mc
"Parco S. Chiara",PM10,2013-11-15,18,12,µg/mc
"Parco S. Chiara",PM10,2013-11-15,19,13,µg/mc
"Parco S. Chiara",PM10,2013-11-15,20,14,µg/mc
"Parco S. Chiara",PM10,2013-11-15,21,16,µg/mc
"Parco S. Chiara",PM10,2013-11-15,22,14,µg/mc
"Parco S. Chiara",PM10,2013-11-15,23,12,µg/mc
"Parco S. Chiara",PM10,2013-11-15,24,11,µg/mc
"Parco S. Chiara",PM10,2013-11-16,1,9,µg/mc
"Parco S. Chiara",PM10,2013-11-16,2,9,µg/mc
"Parco S. Chiara",PM10,2013-11-16,3,9,µg/mc
"Parco S. Chiara",PM10,2013-11-16,4,8,µg/mc
"Parco S. Chiara",PM10,2013-11-16,5,8,µg/mc
"Parco S. Chiara",PM10,2013-11-16,6,8,µg/mc
"Parco S. Chiara",PM10,2013-11-16,7,8,µg/mc
"Parco S. Chiara",PM10,2013-11-16,8,9,µg/mc
"Parco S. Chiara",PM10,2013-11-16,9,10,µg/mc
"Parco S. Chiara",PM10,2013-11-16,10,8,µg/mc
"Parco S. Chiara",PM10,2013-11-16,11,7,µg/mc
"Parco S. Chiara",PM10,2013-11-16,12,5,µg/mc
"Parco S. Chiara",PM10,2013-11-16,13,6,µg/mc
"Parco S. Chiara",PM10,2013-11-16,14,5,µg/mc
"Parco S. Chiara",PM10,2013-11-16,15,5,µg/mc
"Parco S. Chiara",PM10,2013-11-16,16,7,µg/mc
"Parco S. Chiara",PM10,2013-11-16,17,16,µg/mc
"Parco S. Chiara",PM10,2013-11-16,18,25,µg/mc
"Parco S. Chiara",PM10,2013-11-16,19,27,µg/mc
"Parco S. Chiara",PM10,2013-11-16,20,36,µg/mc
"Parco S. Chiara",PM10,2013-11-16,21,35,µg/mc
"Parco S. Chiara",PM10,2013-11-16,22,29,µg/mc
"Parco S. Chiara",PM10,2013-11-16,23,25,µg/mc
"Parco S. Chiara",PM10,2013-11-16,24,19,µg/mc
"Parco S. Chiara",PM10,2013-11-17,1,16,µg/mc
"Parco S. Chiara",PM10,2013-11-17,2,15,µg/mc
"Parco S. Chiara",PM10,2013-11-17,3,15,µg/mc
"Parco S. Chiara",PM10,2013-11-17,4,13,µg/mc
"Parco S. Chiara",PM10,2013-11-17,5,13,µg/mc
"Parco S. Chiara",PM10,2013-11-17,6,12,µg/mc
"Parco S. Chiara",PM10,2013-11-17,7,11,µg/mc
"Parco S. Chiara",PM10,2013-11-17,8,9,µg/mc
"Parco S. Chiara",PM10,2013-11-17,9,9,µg/mc
"Parco S. Chiara",PM10,2013-11-17,10,9,µg/mc
"Parco S. Chiara",PM10,2013-11-17,11,8,µg/mc
"Parco S. Chiara",PM10,2013-11-17,12,6,µg/mc
"Parco S. Chiara",PM10,2013-11-17,13,6,µg/mc
"Parco S. Chiara",PM10,2013-11-17,14,6,µg/mc
"Parco S. Chiara",PM10,2013-11-17,15,6,µg/mc
"Parco S. Chiara",PM10,2013-11-17,16,7,µg/mc
"Parco S. Chiara",PM10,2013-11-17,17,7,µg/mc
"Parco S. Chiara",PM10,2013-11-17,18,9,µg/mc
"Parco S. Chiara",PM10,2013-11-17,19,11,µg/mc
"Parco S. Chiara",PM10,2013-11-17,20,12,µg/mc
"Parco S. Chiara",PM10,2013-11-17,21,14,µg/mc
"Parco S. Chiara",PM10,2013-11-17,22,13,µg/mc
"Parco S. Chiara",PM10,2013-11-17,23,13,µg/mc
"Parco S. Chiara",PM10,2013-11-17,24,16,µg/mc
"Parco S. Chiara",PM10,2013-11-18,1,14,µg/mc
"Parco S. Chiara",PM10,2013-11-18,2,12,µg/mc
"Parco S. Chiara",PM10,2013-11-18,3,10,µg/mc
"Parco S. Chiara",PM10,2013-11-18,4,10,µg/mc
"Parco S. Chiara",PM10,2013-11-18,5,10,µg/mc
"Parco S. Chiara",PM10,2013-11-18,6,11,µg/mc
"Parco S. Chiara",PM10,2013-11-18,7,11,µg/mc
"Parco S. Chiara",PM10,2013-11-18,8,11,µg/mc
"Parco S. Chiara",PM10,2013-11-18,9,13,µg/mc
"Parco S. Chiara",PM10,2013-11-18,10,11,µg/mc
"Parco S. Chiara",PM10,2013-11-18,11,11,µg/mc
"Parco S. Chiara",PM10,2013-11-18,12,12,µg/mc
"Parco S. Chiara",PM10,2013-11-18,13,11,µg/mc
"Parco S. Chiara",PM10,2013-11-18,14,10,µg/mc
"Parco S. Chiara",PM10,2013-11-18,15,11,µg/mc
"Parco S. Chiara",PM10,2013-11-18,16,14,µg/mc
"Parco S. Chiara",PM10,2013-11-18,17,15,µg/mc
"Parco S. Chiara",PM10,2013-11-18,18,18,µg/mc
"Parco S. Chiara",PM10,2013-11-18,19,20,µg/mc
"Parco S. Chiara",PM10,2013-11-18,20,21,µg/mc
"Parco S. Chiara",PM10,2013-11-18,21,21,µg/mc
"Parco S. Chiara",PM10,2013-11-18,22,19,µg/mc
"Parco S. Chiara",PM10,2013-11-18,23,18,µg/mc
"Parco S. Chiara",PM10,2013-11-18,24,17,µg/mc
"Parco S. Chiara",PM10,2013-11-19,1,16,µg/mc
"Parco S. Chiara",PM10,2013-11-19,2,15,µg/mc
"Parco S. Chiara",PM10,2013-11-19,3,14,µg/mc
"Parco S. Chiara",PM10,2013-11-19,4,15,µg/mc
"Parco S. Chiara",PM10,2013-11-19,5,15,µg/mc
"Parco S. Chiara",PM10,2013-11-19,6,15,µg/mc
"Parco S. Chiara",PM10,2013-11-19,7,17,µg/mc
"Parco S. Chiara",PM10,2013-11-19,8,19,µg/mc
"Parco S. Chiara",PM10,2013-11-19,9,18,µg/mc
"Parco S. Chiara",PM10,2013-11-19,10,19,µg/mc
"Parco S. Chiara",PM10,2013-11-19,11,19,µg/mc
"Parco S. Chiara",PM10,2013-11-19,12,21,µg/mc
"Parco S. Chiara",PM10,2013-11-19,13,20,µg/mc
"Parco S. Chiara",PM10,2013-11-19,14,23,µg/mc
"Parco S. Chiara",PM10,2013-11-19,15,24,µg/mc
"Parco S. Chiara",PM10,2013-11-19,16,22,µg/mc
"Parco S. Chiara",PM10,2013-11-19,17,23,µg/mc
"Parco S. Chiara",PM10,2013-11-19,18,22,µg/mc
"Parco S. Chiara",PM10,2013-11-19,19,23,µg/mc
"Parco S. Chiara",PM10,2013-11-19,20,24,µg/mc
"Parco S. Chiara",PM10,2013-11-19,21,25,µg/mc
"Parco S. Chiara",PM10,2013-11-19,22,25,µg/mc
"Parco S. Chiara",PM10,2013-11-19,23,23,µg/mc
"Parco S. Chiara",PM10,2013-11-19,24,23,µg/mc
"Parco S. Chiara",PM10,2013-11-20,1,20,µg/mc
"Parco S. Chiara",PM10,2013-11-20,2,17,µg/mc
"Parco S. Chiara",PM10,2013-11-20,3,17,µg/mc
"Parco S. Chiara",PM10,2013-11-20,4,16,µg/mc
"Parco S. Chiara",PM10,2013-11-20,5,16,µg/mc
"Parco S. Chiara",PM10,2013-11-20,6,14,µg/mc
"Parco S. Chiara",PM10,2013-11-20,7,13,µg/mc
"Parco S. Chiara",PM10,2013-11-20,8,15,µg/mc
"Parco S. Chiara",PM10,2013-11-20,9,17,µg/mc
"Parco S. Chiara",PM10,2013-11-20,10,14,µg/mc
"Parco S. Chiara",PM10,2013-11-20,11,9,µg/mc
"Parco S. Chiara",PM10,2013-11-20,12,7,µg/mc
"Parco S. Chiara",PM10,2013-11-20,13,7,µg/mc
"Parco S. Chiara",PM10,2013-11-20,14,8,µg/mc
"Parco S. Chiara",PM10,2013-11-20,15,7,µg/mc
"Parco S. Chiara",PM10,2013-11-20,16,7,µg/mc
"Parco S. Chiara",PM10,2013-11-20,17,8,µg/mc
"Parco S. Chiara",PM10,2013-11-20,18,15,µg/mc
"Parco S. Chiara",PM10,2013-11-20,19,15,µg/mc
"Parco S. Chiara",PM10,2013-11-20,20,10,µg/mc
"Parco S. Chiara",PM10,2013-11-20,21,9,µg/mc
"Parco S. Chiara",PM10,2013-11-20,22,10,µg/mc
"Parco S. Chiara",PM10,2013-11-20,23,10,µg/mc
"Parco S. Chiara",PM10,2013-11-20,24,7,µg/mc
"Parco S. Chiara",PM10,2013-11-21,1,7,µg/mc
"Parco S. Chiara",PM10,2013-11-21,2,7,µg/mc
"Parco S. Chiara",PM10,2013-11-21,3,6,µg/mc
"Parco S. Chiara",PM10,2013-11-21,4,5,µg/mc
"Parco S. Chiara",PM10,2013-11-21,5,5,µg/mc
"Parco S. Chiara",PM10,2013-11-21,6,5,µg/mc
"Parco S. Chiara",PM10,2013-11-21,7,6,µg/mc
"Parco S. Chiara",PM10,2013-11-21,8,11,µg/mc
"Parco S. Chiara",PM10,2013-11-21,9,11,µg/mc
"Parco S. Chiara",PM10,2013-11-21,10,13,µg/mc
"Parco S. Chiara",PM10,2013-11-21,11,11,µg/mc
"Parco S. Chiara",PM10,2013-11-21,12,6,µg/mc
"Parco S. Chiara",PM10,2013-11-21,16,9,µg/mc
"Parco S. Chiara",PM10,2013-11-21,17,17,µg/mc
"Parco S. Chiara",PM10,2013-11-21,18,14,µg/mc
"Parco S. Chiara",PM10,2013-11-21,19,14,µg/mc
"Parco S. Chiara",PM10,2013-11-21,20,13,µg/mc
"Parco S. Chiara",PM10,2013-11-21,21,12,µg/mc
"Parco S. Chiara",PM10,2013-11-21,22,10,µg/mc
"Parco S. Chiara",PM10,2013-11-21,23,4,µg/mc
"Parco S. Chiara",PM10,2013-11-21,24,5,µg/mc
"Parco S. Chiara",PM10,2013-11-22,1,3,µg/mc
"Parco S. Chiara",PM10,2013-11-22,2,3,µg/mc
"Parco S. Chiara",PM10,2013-11-22,3,6,µg/mc
"Parco S. Chiara",PM10,2013-11-22,4,8,µg/mc
"Parco S. Chiara",PM10,2013-11-22,5,9,µg/mc
"Parco S. Chiara",PM10,2013-11-22,6,9,µg/mc
"Parco S. Chiara",PM10,2013-11-22,7,9,µg/mc
"Parco S. Chiara",PM10,2013-11-22,8,9,µg/mc
"Parco S. Chiara",PM10,2013-11-22,9,11,µg/mc
"Parco S. Chiara",PM10,2013-11-22,10,14,µg/mc
"Parco S. Chiara",PM10,2013-11-22,11,15,µg/mc
"Parco S. Chiara",PM10,2013-11-22,12,14,µg/mc
"Parco S. Chiara",PM10,2013-11-22,13,12,µg/mc
"Parco S. Chiara",PM10,2013-11-22,14,8,µg/mc
"Parco S. Chiara",PM10,2013-11-22,15,7,µg/mc
"Parco S. Chiara",PM10,2013-11-22,16,7,µg/mc
"Parco S. Chiara",PM10,2013-11-22,17,14,µg/mc
"Parco S. Chiara",PM10,2013-11-22,18,26,µg/mc
"Parco S. Chiara",PM10,2013-11-22,19,24,µg/mc
"Parco S. Chiara",PM10,2013-11-22,20,21,µg/mc
"Parco S. Chiara",PM10,2013-11-22,21,21,µg/mc
"Parco S. Chiara",PM10,2013-11-22,22,18,µg/mc
"Parco S. Chiara",PM10,2013-11-22,23,9,µg/mc
"Parco S. Chiara",PM10,2013-11-22,24,6,µg/mc
"Parco S. Chiara",PM10,2013-11-23,1,8,µg/mc
"Parco S. Chiara",PM10,2013-11-23,2,8,µg/mc
"Parco S. Chiara",PM10,2013-11-23,3,5,µg/mc
"Parco S. Chiara",PM10,2013-11-23,4,5,µg/mc
"Parco S. Chiara",PM10,2013-11-23,5,4,µg/mc
"Parco S. Chiara",PM10,2013-11-23,6,4,µg/mc
"Parco S. Chiara",PM10,2013-11-23,7,5,µg/mc
"Parco S. Chiara",PM10,2013-11-23,8,5,µg/mc
"Parco S. Chiara",PM10,2013-11-23,9,8,µg/mc
"Parco S. Chiara",PM10,2013-11-23,10,6,µg/mc
"Parco S. Chiara",PM10,2013-11-23,11,7,µg/mc
"Parco S. Chiara",PM10,2013-11-23,12,8,µg/mc
"Parco S. Chiara",PM10,2013-11-23,13,9,µg/mc
"Parco S. Chiara",PM10,2013-11-23,14,10,µg/mc
"Parco S. Chiara",PM10,2013-11-23,15,10,µg/mc
"Parco S. Chiara",PM10,2013-11-23,16,9,µg/mc
"Parco S. Chiara",PM10,2013-11-23,17,10,µg/mc
"Parco S. Chiara",PM10,2013-11-23,18,13,µg/mc
"Parco S. Chiara",PM10,2013-11-23,19,17,µg/mc
"Parco S. Chiara",PM10,2013-11-23,20,16,µg/mc
"Parco S. Chiara",PM10,2013-11-23,21,15,µg/mc
"Parco S. Chiara",PM10,2013-11-23,22,16,µg/mc
"Parco S. Chiara",PM10,2013-11-23,23,14,µg/mc
"Parco S. Chiara",PM10,2013-11-23,24,13,µg/mc
"Parco S. Chiara",PM10,2013-11-24,1,14,µg/mc
"Parco S. Chiara",PM10,2013-11-24,2,19,µg/mc
"Parco S. Chiara",PM10,2013-11-24,3,19,µg/mc
"Parco S. Chiara",PM10,2013-11-24,4,12,µg/mc
"Parco S. Chiara",PM10,2013-11-24,5,16,µg/mc
"Parco S. Chiara",PM10,2013-11-24,6,21,µg/mc
"Parco S. Chiara",PM10,2013-11-24,7,18,µg/mc
"Parco S. Chiara",PM10,2013-11-24,8,22,µg/mc
"Parco S. Chiara",PM10,2013-11-24,9,21,µg/mc
"Parco S. Chiara",PM10,2013-11-24,10,21,µg/mc
"Parco S. Chiara",PM10,2013-11-24,11,23,µg/mc
"Parco S. Chiara",PM10,2013-11-24,12,24,µg/mc
"Parco S. Chiara",PM10,2013-11-24,13,24,µg/mc
"Parco S. Chiara",PM10,2013-11-24,14,25,µg/mc
"Parco S. Chiara",PM10,2013-11-24,15,23,µg/mc
"Parco S. Chiara",PM10,2013-11-24,16,19,µg/mc
"Parco S. Chiara",PM10,2013-11-24,17,11,µg/mc
"Parco S. Chiara",PM10,2013-11-24,18,12,µg/mc
"Parco S. Chiara",PM10,2013-11-24,19,12,µg/mc
"Parco S. Chiara",PM10,2013-11-24,20,9,µg/mc
"Parco S. Chiara",PM10,2013-11-24,21,9,µg/mc
"Parco S. Chiara",PM10,2013-11-24,22,4,µg/mc
"Parco S. Chiara",PM10,2013-11-24,23,2,µg/mc
"Parco S. Chiara",PM10,2013-11-24,24,1,µg/mc
"Parco S. Chiara",PM10,2013-11-25,1,0,µg/mc
"Parco S. Chiara",PM10,2013-11-25,2,0,µg/mc
"Parco S. Chiara",PM10,2013-11-25,3,0,µg/mc
"Parco S. Chiara",PM10,2013-11-25,4,0,µg/mc
"Parco S. Chiara",PM10,2013-11-25,5,0,µg/mc
"Parco S. Chiara",PM10,2013-11-25,6,1,µg/mc
"Parco S. Chiara",PM10,2013-11-25,7,2,µg/mc
"Parco S. Chiara",PM10,2013-11-25,8,6,µg/mc
"Parco S. Chiara",PM10,2013-11-25,9,7,µg/mc
"Parco S. Chiara",PM10,2013-11-25,10,3,µg/mc
"Parco S. Chiara",PM10,2013-11-25,11,1,µg/mc
"Parco S. Chiara",PM10,2013-11-25,12,2,µg/mc
"Parco S. Chiara",PM10,2013-11-25,13,1,µg/mc
"Parco S. Chiara",PM10,2013-11-25,14,2,µg/mc
"Parco S. Chiara",PM10,2013-11-25,15,2,µg/mc
"Parco S. Chiara",PM10,2013-11-25,16,4,µg/mc
"Parco S. Chiara",PM10,2013-11-25,17,4,µg/mc
"Parco S. Chiara",PM10,2013-11-25,18,6,µg/mc
"Parco S. Chiara",PM10,2013-11-25,19,13,µg/mc
"Parco S. Chiara",PM10,2013-11-25,20,13,µg/mc
"Parco S. Chiara",PM10,2013-11-25,21,6,µg/mc
"Parco S. Chiara",PM10,2013-11-25,22,4,µg/mc
"Parco S. Chiara",PM10,2013-11-25,23,4,µg/mc
"Parco S. Chiara",PM10,2013-11-25,24,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,1,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,2,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,3,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,4,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,5,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,6,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,7,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,8,4,µg/mc
"Parco S. Chiara",PM10,2013-11-26,9,6,µg/mc
"Parco S. Chiara",PM10,2013-11-26,10,8,µg/mc
"Parco S. Chiara",PM10,2013-11-26,11,5,µg/mc
"Parco S. Chiara",PM10,2013-11-26,12,4,µg/mc
"Parco S. Chiara",PM10,2013-11-26,13,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,14,2,µg/mc
"Parco S. Chiara",PM10,2013-11-26,15,2,µg/mc
"Parco S. Chiara",PM10,2013-11-26,16,3,µg/mc
"Parco S. Chiara",PM10,2013-11-26,17,4,µg/mc
"Parco S. Chiara",PM10,2013-11-26,18,5,µg/mc
"Parco S. Chiara",PM10,2013-11-26,19,5,µg/mc
"Parco S. Chiara",PM10,2013-11-26,20,6,µg/mc
"Parco S. Chiara",PM10,2013-11-26,21,5,µg/mc
"Parco S. Chiara",PM10,2013-11-26,22,4,µg/mc
"Parco S. Chiara",PM10,2013-11-26,23,4,µg/mc
"Parco S. Chiara",PM10,2013-11-26,24,4,µg/mc
"Parco S. Chiara",PM10,2013-11-27,1,4,µg/mc
"Parco S. Chiara",PM10,2013-11-27,2,5,µg/mc
"Parco S. Chiara",PM10,2013-11-27,3,5,µg/mc
"Parco S. Chiara",PM10,2013-11-27,4,5,µg/mc
"Parco S. Chiara",PM10,2013-11-27,5,6,µg/mc
"Parco S. Chiara",PM10,2013-11-27,6,6,µg/mc
"Parco S. Chiara",PM10,2013-11-27,7,6,µg/mc
"Parco S. Chiara",PM10,2013-11-27,8,7,µg/mc
"Parco S. Chiara",PM10,2013-11-27,9,9,µg/mc
"Parco S. Chiara",PM10,2013-11-27,10,9,µg/mc
"Parco S. Chiara",PM10,2013-11-27,11,9,µg/mc
"Parco S. Chiara",PM10,2013-11-27,12,7,µg/mc
"Parco S. Chiara",PM10,2013-11-27,13,7,µg/mc
"Parco S. Chiara",PM10,2013-11-27,14,8,µg/mc
"Parco S. Chiara",PM10,2013-11-27,15,9,µg/mc
"Parco S. Chiara",PM10,2013-11-27,16,10,µg/mc
"Parco S. Chiara",PM10,2013-11-27,17,14,µg/mc
"Parco S. Chiara",PM10,2013-11-27,18,26,µg/mc
"Parco S. Chiara",PM10,2013-11-27,19,34,µg/mc
"Parco S. Chiara",PM10,2013-11-27,20,39,µg/mc
"Parco S. Chiara",PM10,2013-11-27,21,44,µg/mc
"Parco S. Chiara",PM10,2013-11-27,22,36,µg/mc
"Parco S. Chiara",PM10,2013-11-27,23,31,µg/mc
"Parco S. Chiara",PM10,2013-11-27,24,29,µg/mc
"Parco S. Chiara",PM10,2013-11-28,1,30,µg/mc
"Parco S. Chiara",PM10,2013-11-28,2,31,µg/mc
"Parco S. Chiara",PM10,2013-11-28,3,27,µg/mc
"Parco S. Chiara",PM10,2013-11-28,4,31,µg/mc
"Parco S. Chiara",PM10,2013-11-28,5,27,µg/mc
"Parco S. Chiara",PM10,2013-11-28,6,26,µg/mc
"Parco S. Chiara",PM10,2013-11-28,7,25,µg/mc
